filepath,dataset_source,label,sf_fail
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3184475.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2749185.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/seedtts_files/00004506-00000103.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3887491.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/suno_bark/the_sea_fairies_03_f000020.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3585281.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2019366.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4114899.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/sw/facebook_mms-tts-swe/jane_eyre_30_f000154.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/sw/facebook_mms-tts-swe/poisoned_pen_09_f000152.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2553793.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/8230_279154_000006_000005.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2327471.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3565269.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3163807.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/bg/tts_models_bg_cv_vits/skyisland_01_baum_64kb_f000051.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3985592.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2795110.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2966916.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/it/tts_models_it_mai_male_glow-tts/galatea_11_barrili_f000170.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2684609.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3110375.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/7021_79740_000017_000001.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2571063.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4035731.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2599549.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3279957.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3723451.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/4446_2273_000015_000002.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2531958.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_2/xTTS/1995_49.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3728517.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3837015.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4237311.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2549796.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3023980.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3898437.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3730609.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2732147.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2124757.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2473906.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2827278.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2591767.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2241963.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/seedtts_files/common_voice_en_153872-common_voice_en_153874.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2723621.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4164206.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2701678.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3711692.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3745982.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3900325.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/e2-tts/midnight_passenger_13_f000101.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2314658.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/cs/tts_models_cs_cv_vits/jane_eyre_19_f000140.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3157242.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2660469.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3001891.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3439260.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2981206.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/e2-tts/rinkitink_baum_13_64kb_f000051.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3012331.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2430967.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/uk/tts_models_uk_mai_glow-tts/mykola_djerya_s000192.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3493108.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2493727.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4051251.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/5105_28241_000005_000001.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2159580.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/ro/facebook_mms-tts-ron/the_sea_fairies_12_f000073.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/tts_models_en_ljspeech_overflow/jane_eyre_21_f000221.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3711252.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/xTTS/1995_26.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3842509.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/hu/facebook_mms-tts-hun/northandsouth_18_f000037.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3488304.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2956279.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/tts_models_en_ljspeech_tacotron2-DDC_ph/the_master_key_20_f000072.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/tr/tts_models_tr_common-voice_glow-tts/emerald_city_of_oz_01_f000071.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2834052.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/pt/tts_models_pt_cv_vits/ozma_of_oz_15_f000039.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3548419.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2254216.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/pt/tts_models_pt_cv_vits/wives_and_daughters_47_f000173.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3395149.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2794443.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2431559.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4237150.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3173785.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2221635.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3977991.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_2/seedtts_files/common_voice_en_17161-common_voice_en_17160.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/bn/tts_models_bn_custom_vits-male/skyisland_23_baum_64kb_f000002.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3238833.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3443801.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3144071.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3824683.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3773791.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/el/tts_models_el_cv_vits/emerald_city_of_oz_27_f000009.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/fa/tts_models_fa_custom_glow-tts/the_master_key_13_f000081.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/237_134500_000035_000003.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2690403.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2829277.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2924551.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3164277.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2967222.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3244835.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_2/OpenAI/echo_8.wav,dataset_2_seedtts_style,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/de/tts_models_multilingual_multi-dataset_xtts_v1.1/caspar_hauser_14_f000151.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3329024.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/it/tts_models_it_mai_female_glow-tts/galatea_19_barrili_f000205.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3573760.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/2961_961_000009_000002.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/3570_5695_000008_000003.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2500254.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4187028.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/tts_models_en_multi-dataset_tortoise-v2/jane_eyre_36_f000151.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/vi/vixTTS/emerald_city_of_oz_07_f000094.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2922952.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/hu/facebook_mms-tts-hun/jane_eyre_20_f000219.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3599369.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3979158.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2449689.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/ga/tts_models_ga_cv_vits/northandsouth_35_f000071.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2273586.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/zh-cn/tts_models_zh-CN_baker_tacotron2-DDC-GST/jane_eyre_04_f000227.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4087219.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2574721.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3817401.flac,dataset_1_asvspoof2021_DF,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2137725.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2701554.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4164273.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/en/suno_bark-small/emerald_city_of_oz_25_f000012.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3897946.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2880955.flac,dataset_1_asvspoof2021_DF,real,True
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/5639_40744_000001_000002.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4187793.flac,dataset_1_asvspoof2021_DF,fake,True
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/fr/tts_models_fr_css10_vits/sous_les_mers_1_14_f000107.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_3/Mlaad_v5/mlaad_v5/fake/tr/tts_models_tr_common-voice_glow-tts/midnight_passenger_12_f000230.wav,dataset_3_mlaad_v5,fake,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2434442.flac,dataset_1_asvspoof2021_DF,fake,False
/home/general/Desktop/deepfake_project/data/dataset_2/real_samples/1089_134691_000053_000001.wav,dataset_2_seedtts_style,real,False
/home/general/Desktop/deepfake_project/data/dataset_1/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2392355.flac,dataset_1_asvspoof2021_DF,fake,False
